"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1825.62564972412","1947.15253267195","2012.66058462111","2211.68949771689","2417.21142652458","2625.21952932912","2765.08454209939","2969.48893974066","3102.00682821217","3329.60939411237","3609.97841208923","3751.64257555848","3880.92889124991","4230.34379671151","4578.88216862202","4781.61664147412","4901.58911138032","5251.19785794814","5416.28360495891","5665.97767672592","5915.26000544514","6153.34628525491","6391.29002503624","6366.1266185178","6699.56253216675","7007.61517959132","7309.09454127753","7525.685721137","7800.53471407314","8129.10362546389","8527.22808539065","8522.15922240222","8550.32866533295","8701.76034414445","8812.48949873985","8994.35590969456","9108.29556004587","9291.08386887725","9783.44289455401","10036.4577829441","10193.9121808594","10636.3776850564","10813.1227291694","10434.8743930758","10554.8158232062","10458.4501931865","10490.48454191","10972.8917398068","10749.1105547503","10791.5930978208","10726.9281831902","10627.2938650379","10403.6170205749","10213.039449188","10059.2074467909","","","",
"Austria","AUT","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1814.67601669178","1882.22371085386","2006.77039562045","2124.35918393057","2232.8965042088","2305.35770797766","2375.01273547657","2448.69254404027","2608.62423795443","2814.65464238606","3019.11615856574","3213.12683638198","3404.469207541","3620.56203999017","3769.02971139242","3734.44547317732","4068.190905456","4137.71416264668","4335.05392866328","4541.53793169678","4684.45775994038","4697.36586551737","4730.57007132163","4827.48406156646","5070.99579259701","5280.77715950527","5321.41297372161","5536.14415362107","5716.83424700642","5896.13556780851","6111.47652011957","6347.22009632373","6227.49804896471","6137.26946343196","6205.80490360652","6344.39308740837","6607.2229774104","6620.44786165131","6706.7086768874","6972.18981612858","7076.26948339438","7333.23195262844","7427.65644509121","7695.08003708217","7808.15779213961","7977.68159741774","8244.40195190479","8207.47473897554","8233.01483290985","7944.79609623168","8382.71115445338","8425.16775320399","8548.88219928111","8509.61158033605","8355.84195182134","","","",
"Azerbaijan","AZE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2575.63905573404","2631.13739513134","2276.07694391764","2119.67978652435","1961.82703698828","1951.98438516591","1852.89192322556","1813.67014320799","1936.93921395172","2022.48598540603","2040.4790895311","2106.47006608147","1996.70825200839","2235.45985596483","2281.94787214832","2388.38873430769","2552.28621435433","2118.21052754245","2040.76043544743","1620.3874199013","1603.43137406492","1705.4246326371","2052.65096521176","2092.53652062946","2202.39391828846","","","",
"Burundi","BDI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1576.33881463123","1627.51357041656","1753.14389184713","1880.99382438962","2062.99497564169","2163.96033376914","2255.18841848917","2357.58493041064","2596.17771778388","2830.59396858729","3031.52104556665","3217.04526399951","3612.35553280957","3941.60374143375","4134.39088111142","3887.47742508188","4247.40637999101","4404.82432074193","4623.38968491801","4906.08508077774","4893.88535142965","4910.95328097769","4904.07001489301","5043.97535594266","5285.54376232576","5502.66840922398","5617.41982187269","5876.96299804037","6057.0627320822","6205.76377001633","6380.31321975416","6655.41438110864","6850.66377253598","6881.0721430714","7176.24050686845","7379.73707904784","7527.68854493864","7701.61213093291","7913.05858037159","7944.12980731574","8247.67711254725","8267.18721595245","8311.89267946638","8411.90065701741","8576.22349653402","8509.99707308703","8683.67128500132","8614.67950346801","8521.49673953426","7903.95547887634","8393.94962326946","8021.90926943999","7973.22417207528","7972.946351532","7709.12307788247","","","",
"Benin","BEN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","10.750621856283","11.8282265512801","18.6275060820413","16.9416441928436","18.0695309425404","19.41937270646","21.2614815641111","46.2550703218956","24.8720058941127","27.7092892029275","31.9361026646228","17.5674705439347","36.6341258268359","32.476756866248","33.4229207846393","31.1045097906553","30.8692130974543","36.1663498009353","33.8173151292444","34.9503143117922","36.7025996121176","38.8236399581905","39.1179411358293","39.3754528177074","41.8250062060181","44.4680805328425","47.9174304667938","44.8204208019301","51.9200047778409","58.1128528298556","61.4690422826465","68.2622487558588","64.6228901989281","70.3225443496545","73.7889498228877","75.0891820950393","79.71811485346","86.3524495349846","87.8732067884624","95.4424698771934","91.5355801759724","93.1221194841076","96.7569334889041","100.226389151363","","","",
"Burkina Faso","BFA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","10.688787901087","10.5033516786945","15.1693408695745","16.8564037592356","16.9831614128324","17.2741770532736","18.244693396793","21.4321377644834","20.962488428353","18.6815261309381","22.300187808909","25.2071535622934","28.7191587987454","31.5984279126339","32.6288026275575","36.9219787201768","38.3247307413118","41.3368331852097","49.1702486752025","48.3667547043308","48.9664834537801","58.6485015213455","65.2094721481452","68.9692171353482","75.9012509056868","79.4922752515685","81.248469980616","86.1698327845766","94.2728755352906","101.488629348181","111.694260023104","119.274673819858","125.45767035112","160.25336066937","170.681252736113","190.915464451173","199.8311924931","201.248857117908","219.2420592116","239.830531500607","257.634373156657","274.871958181858","292.750027079806","310.391226127461","","","",
"Bulgaria","BGR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","2292.65398332669","2486.06608987664","2683.10967899541","2842.2312212192","3035.63618783814","3247.55134925118","3437.79769230149","3648.38702650501","3772.28941053304","3973.69078833408","4125.3534285962","4397.89056454099","4582.12533745396","4772.29459954988","4678.28582339895","4646.26093875636","4838.62032496972","4940.51848666685","4963.17888577321","4758.73190255565","4361.14451575101","3735.52545360956","3807.696906382","3825.38661571836","4211.12513140807","4350.44325925232","3970.13113944689","3932.40178442314","3613.36726660483","3673.60687143429","3859.09002487408","3853.8190041011","3997.90259625094","3971.82273619063","4165.18039235553","4366.91276515184","4523.32287831241","4674.5031505249","4483.7471386375","4560.41491703377","4863.69144110061","4761.9125833848","4639.70632261155","4708.92745757231","","","",
"Bahrain","BHR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1951.7774792113","1963.736335668","2087.44734414074","2282.55217120332","2626.21790855509","3171.78381121543","3661.25175228828","3746.83512997994","4299.90840086582","4612.54612546125","4848.711643323","5205.33747894805","5589.55137292094","15305.959575372","15926.3762725604","16450.5100557809","14702.4431313242","15363.2185588196","15402.5234363633","15621.1247129137","14214.3929065354","18497.8789379205","21644.3838549233","20477.1574342962","20553.5223585637","20597.3027711918","21105.0039500445","21251.3565215691","20637.975319891","20014.6250304688","20130.4854569356","20016.3776545675","19774.9871261611","18982.9944760968","21325.5537761143","21508.4504191299","20592.9002182662","18492.0015431683","17460.332194402","18038.2669466871","17910.9404984397","17845.4827155775","18687.6953286843","19592.2319490391","","","",
"Bahamas, The","BHS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2937.65635425017","2104.94868815855","1109.89126604035","706.213479993513","891.153196299853","955.586682873223","1121.58096359676","1378.57298375373","1766.97147168966","1826.75829809014","2021.92578873955","2059.7759277742","2082.99841596777","2223.45880012606","2311.38234151494","2379.46016559435","2375.73118756396","2375.46369899311","2979.06339118487","2883.4443106625","3141.51964329661","3318.63594899786","3437.85976646017","3414.14796508959","3365.6739396108","","","",
"Belarus","BLR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4380.90097163608","4426.03492250343","3912.8817541112","3450.2392811798","3068.34848929305","2789.97449480086","2806.49606299213","2953.04932292181","3016.28761545337","3005.3642570495","2996.30947501957","3009.40248167179","3000.7456250783","3063.05693858238","3174.05309231742","3245.37208781327","3365.98186513501","3393.90853610514","3481.74351659874","3298.70360737854","3563.6377659834","3628.45728970191","3697.39748396507","3648.32146048641","3679.9788400689","","","",
"Belize","BLZ","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","165.196167188085","173.475010977882","173.387191729764","181.348334043223","189.24962324752","199.420567038026","216.100458625934","227.27604058223","236.966694660186","252.970932494868","265.424796103508","264.0877353954","253.021832361291","251.253143539984","243.73948531365","233.989434659121","232.801607243734","245.268048247274","257.770064342859","266.472430094378","281.300549544292","291.234623071307","314.277563730224","334.957077643051","354.182806433546","372.79186901672","391.571182546242","408.65888370839","421.987233572439","419.808737010031","420.76768033426","434.398489832545","441.976659455508","452.176306162277","482.170169030232","513.06998110808","545.361493432572","534.487239651016","553.657087978909","604.340970909966","637.406367296688","663.345770740982","705.462861327366","752.687021659114","","","",
"Brazil","BRA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","458.72788926918","497.625419849604","552.872244224402","602.887423886355","649.099868880916","719.315697931394","787.123938472231","856.904286588441","938.005212086472","1012.74547743619","1017.75438102896","1052.21561707878","1108.04148626201","1204.82813175872","1279.25086625864","1350.68392755657","1364.41028482287","1415.94317094188","1446.33672920403","1457.34766648313","1483.01142484608","1491.11426638955","1534.81756265065","1564.08883639882","1631.61138570163","1684.0302746705","1758.8749980274","1804.24778328388","1827.70539229557","1891.97082164181","1742.48569639709","1800.51713389956","1875.32315832164","1948.40859827898","2007.27742994403","2063.09731659316","2157.43734210219","2218.88358656836","2185.74526282213","2361.05594054733","2416.46284828101","2485.58813655196","2551.40798540647","2601.36550571407","","","",
"Barbados","BRB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1753.53285295375","1675.19514615726","1581.85245018848","1540.85191703899","1478.31089063592","1420.72474795511","1367.48811315249","1318.56976558147","1273.60702562135","1691.16623442245","2264.03778394182","2634.28549250951","3078.21397593996","3290.15199769048","3264.85889395667","3216.84013646676","4191.5310871889","4282.94430945193","4297.97148468873","4324.05278513051","4472.83625138016","4818.16887681913","5267.06205124383","5578.10206372507","6383.07895232712","6826.40901348544","7620.86668931348","7753.22502835018","7373.83117420446","7544.08971285046","7179.8822170018","7371.70154554916","8548.65318388518","8594.72133910765","8462.0903827932","8432.14044564483","8616.45823552008","8593.23088605993","8843.79266856363","8809.71126582995","8776.36017085731","9223.31068573201","9841.85982312751","10242.7957950372","","","",
"Bhutan","BTN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","525.81045592389","561.396203511701","559.477485745897","574.137577608461","597.083206488192","682.257236246852","773.542015670158","662.919086999872","677.80212955277","718.478393395224","798.316688206865","866.857668427629","863.053483223645","901.070192128261","876.301865917529","902.709374961036","967.85913833058","1034.96294078012","1017.14139147766","1098.74214564264","1169.27407567802","1220.81875195581","1309.62086392856","1428.39181558275","1419.83304703177","1455.76089644726","1503.85444318731","1518.22564378162","1716.76897916138","1539.55647670862","1477.08399245566","1714.43750702982","2060.59928391121","1748.61533367795","","","",
"Central African Republic","CAF","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","5630.62981318508","5605.11192600296","5791.12495970775","5966.04091963721","6468.92626131953","6909.89938001829","7359.08818834797","7630.16852831668","8030.41843424605","8532.90850294845","8962.20221346839","9300.71721488982","9903.77623412887","10297.9479832457","10820.6752700997","10436.9425653841","11043.8387617995","11762.4810892587","12231.8605425196","12384.1496066236","12763.7132517383","13196.8273092369","12937.2668835807","13409.7265870522","14290.4054159209","14800.0539665407","15302.587391238","15736.7608286252","16326.4175497304","16402.5713137806","16109.2799827282","16104.4697295674","16080.3464368729","16235.9915112364","16325.6572757551","16503.270423111","16572.6832457645","16608.5529826059","16385.4019617891","16625.386895394","16990.5783936795","16807.1449943536","16959.6007907659","17191.1541861346","17235.4117830911","16912.4783362218","16508.6786342429","16683.690137001","16378.1422678907","15450.8795512007","15269.5725962979","15642.9677504267","15320.5942525506","15719.708230199","15545.5351105609","","","",
"Central Europe and the Baltics","CEB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","2088.95393208505","2243.53733769121","2389.98886841707","2522.68155194247","2683.047694575","2848.02763022704","2984.65929182478","3124.94603249235","3161.26829932159","3306.05950777627","3276.89373435707","3318.64759461844","3435.79267760505","3562.33160568441","3645.79319651518","3761.36098977508","3867.97845664963","3934.07845614066","3948.02517487546","3743.96274855128","3475.2239869918","3220.43499662145","3146.8968239802","3172.28107690295","3297.92006085965","3427.98816649004","3382.28638528916","3337.9665746413","3280.36918433492","3343.03080981428","3426.25819038017","3450.19010093945","3583.73218146951","3671.9851788338","3735.00926773192","3883.79476509273","3979.83855309494","4043.95892399766","3836.00103891973","4012.71042364339","4096.89408410952","4093.45935709746","4075.34293001873","4115.63020118839","","","",
"Switzerland","CHE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","3075.55031347677","3225.99402976725","3278.00617709773","3351.45279086067","3454.51932451097","3586.28881005493","3653.4289782261","3749.63387371209","3852.1921105708","4022.72542458616","4306.5086071119","4615.34821761809","4776.26739430847","5010.18891143931","5027.11938442664","4878.81296784543","5082.9003837205","5324.95995175424","5520.44672986998","5779.13737128368","5992.33345908351","6119.69580461291","6189.34243360789","6330.49338245799","6601.03867435906","6854.32738338564","6994.48534499035","7163.21477452008","7203.88583347009","7369.28667026132","7445.292016894","7538.40674190416","7430.29750861191","7235.09407611269","7155.48568409569","7283.3801587828","7393.53917291798","7341.61237291057","7481.43354691511","7646.70616186387","7845.63454779552","7992.27757572975","8031.4322256362","8195.1208345659","8205.82911852766","8305.37110156291","8360.57613549238","8163.29557600551","8305.92304197027","8021.22360366594","8174.40816244636","7928.19066988289","7886.09430625342","7807.05881538508","7520.16602494502","","","",
"Channel Islands","CHI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","776.690939498454","802.212493996004","770.579702752346","813.183448108202","742.175723829753","779.959244794958","805.374563260077","846.142495006991","888.899462442916","915.035789269628","930.57662356554","897.137321842354","914.936969030986","974.331154785161","994.33315480434","1033.25972286417","1058.5077430822","1124.90997558362","1211.82604027992","1240.66124699557","1317.65464013285","1462.28891408572","1521.53750273362","1597.14560431197","1755.66058898006","1938.428561634","2082.22821147703","2190.12186927298","2406.58722001635","2512.32510200977","2640.79520004216","2738.47923354584","2906.98299988696","3072.34769382672","3102.48352270109","3229.26909852773","3347.26216911587","3347.56896885129","3307.65571431305","3320.41573429236","3600.34481880136","3827.4391779059","3903.97241433336","3911.64926496829","","","",
"China","CHN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","151.989347346645","163.911928819183","175.933736988911","174.233353695785","199.039715406566","204.030364731354","220.657053065594","246.555772277797","267.374265354668","281.624687256366","285.817775698396","299.197921933712","317.020257790894","336.411641308803","362.812071852641","391.351624968363","426.554493166734","461.797518222997","487.373173021052","510.619854913516","548.953753106589","604.693683099136","662.63704558569","727.107359659684","770.280241190849","821.080859102296","852.740686543503","870.617222318398","913.963447975829","992.943384720171","1076.54912135865","1194.85629490784","1379.48463210183","1585.83878247787","1782.31215291627","2039.0146603408","2325.92676902765","2446.36905458402","2612.45662004417","2943.58995443689","3298.00391331196","3474.98806170157","3773.40538390134","3927.04449998901","","","",
"Cote d'Ivoire","CIV","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","94.3544639881679","101.267481930901","111.242991608387","113.71409421966","122.264761010978","135.346300192605","144.023282108501","156.606046417083","192.582085908499","177.122928014421","183.055120713079","180.773385027519","172.484511643553","127.925194800965","146.636487657981","147.171441169982","165.613230400854","169.901595376856","156.175525749408","155.937264474002","144.37441738825","148.977981419004","140.500462058599","142.861088679601","172.204868776314","158.050059722249","168.522747592805","183.511628152938","172.942313155892","171.575197549693","180.221397086129","175.279821509402","173.592305827899","173.132868141541","171.844891524753","182.251495833965","187.939384282913","196.738268249859","201.741882146425","216.407449102218","198.178433429395","236.196543724164","234.449915852966","276.148566330912","","","",
"Cameroon","CMR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","152.140757822222","155.340302896137","152.81980873305","169.412836337551","174.726666078434","165.852939815071","154.98730257336","155.73967172047","155.053865378098","156.178314327771","198.468628222667","221.322857748691","213.869704435245","204.983174853728","224.178591432079","209.002440130012","208.296833084119","210.572746085255","211.305503967584","200.166996465623","193.520640419","190.185600999796","192.571746691579","168.806818788588","161.726541145476","167.529751372528","177.615592559432","174.819276527741","180.030863776803","178.01220015354","167.879801890348","157.663535818656","170.039376711218","195.765324783813","189.773199213928","250.117852045765","258.379966849301","272.015540481075","269.805168557215","266.342922396265","261.154155170207","252.153658341185","257.114576914223","280.666679136744","","","",
"Congo, Dem. Rep.","COD","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","162.282833642102","158.805765492085","167.364101617397","169.292807124732","167.23197332113","161.848487149599","158.366515379904","148.389148237072","142.935725217993","150.925001807837","135.653556497487","130.351627935974","138.039680229549","141.338999530038","148.142218939543","150.655885923089","145.830187502163","145.8814339322","169.488278968145","130.869704879571","125.463509845864","115.192606080622","102.540081596875","101.257145450824","108.833249863255","104.815126971497","95.390966756077","93.4199505095045","95.209736701068","96.6301853198717","95.6103583853136","89.7949656868855","90.27042267126","88.2449155419793","89.5135685474488","101.833982629613","105.310796777175","101.269415602924","106.85884273748","104.721920216589","108.08891027117","112.252072314168","117.098493125662","108.58233117923","","","",
"Congo, Rep.","COG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","54.7402574782656","55.8421198495986","60.826965997726","61.5807453214839","64.1493699211151","66.5469635353166","68.1875858274178","69.6964862026878","73.3019272811308","80.4376241552011","67.5577249091665","100.96376835734","96.0598059392832","144.091382948477","109.034341117696","170.014707186229","173.399147943264","162.242985478604","164.209973187459","168.001321064047","178.644629575575","171.514938679529","155.181768445392","139.57774792773","146.467542256779","149.345899690958","124.89577953532","107.26752224817","66.9569409478042","92.6922830109306","101.634414076095","112.116178188414","111.633941172054","102.622731933615","114.301297682803","122.580754301062","122.225838139793","131.942309865178","141.053273000147","136.549332264647","143.815384479018","208.919525623181","207.307625363762","197.285993454047","","","",
"Colombia","COL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","403.635487833753","389.470632294231","420.83247023887","459.269264513609","441.653347523544","456.178762051203","498.241139678644","551.690756144234","589.37403608946","618.03525140692","614.604085545418","638.333158439671","642.299310265936","696.175951527782","729.370165209969","781.281181148866","757.695636335794","776.484748465794","821.931806515522","841.864093454734","842.288773250077","753.824340283478","846.1902981083","883.972661289979","895.385411940187","887.801683711425","895.863159535294","874.444252037936","810.687707328905","829.398941559141","850.425172331374","858.620668172133","862.518261523593","898.344105652813","895.816843066224","947.127094199566","974.386862818643","974.220396519104","1049.97820050083","1077.98456891626","1121.39110419658","1149.96381833123","1287.20242605762","1289.56969308049","","","",
"Comoros","COM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
